location,direction,RSSI1,RSSI2,RSSI3
H,S,-71,-65,-50
H,S,-71,-63,-50
H,S,-72,-64,-49
H,S,-81,-67,-56
H,S,-72,-64,-49
H,S,-71,-64,-49
H,S,-72,-65,-51
H,S,-72,-64,-49
H,S,-72,-66,-56
H,S,-82,-65,-50
H,S,-71,-64,-49
H,S,-72,-65,-50
H,S,-83,-65,-50
H,S,-72,-65,-50
H,S,-71,-65,-50
H,S,-71,-68,-51
H,S,-71,-64,-49
H,S,-85,-64,-49
H,S,-72,-65,-49
H,S,-72,-64,-49
H,S,-71,-67,-56
H,S,-72,-64,-56
H,S,-71,-64,-49
H,S,-72,-65,-50
H,S,-72,-65,-50
H,S,-72,-64,-49
H,S,-84,-65,-50
H,S,-71,-64,-49
H,S,-72,-64,-50
H,S,-72,-66,-50
H,S,-71,-63,-50
H,S,-71,-64,-50
H,S,-72,-65,-50
H,S,-72,-65,-50
H,S,-71,-64,-50
H,E,-70,-69,-69
H,E,-76,-70,-68
H,E,-73,-69,-69
H,E,-70,-66,-59
H,E,-70,-66,-59
H,E,-70,-66,-63
H,E,-71,-66,-59
H,E,-74,-64,-63
H,E,-74,-66,-63
H,E,-70,-66,-59
H,E,-74,-65,-63
H,E,-70,-66,-59
H,E,-70,-66,-64
H,E,-77,-65,-68
H,E,-70,-64,-60
H,E,-71,-66,-59
H,E,-70,-65,-63
H,E,-70,-65,-59
H,E,-70,-66,-59
H,E,-71,-64,-64
H,E,-70,-66,-59
H,E,-70,-66,-59
H,E,-74,-66,-59
H,E,-70,-66,-59
H,E,-73,-64,-63
H,E,-74,-64,-63
H,E,-74,-64,-68
H,E,-70,-69,-69
H,E,-76,-65,-64
H,E,-71,-66,-59
H,E,-77,-64,-68
H,E,-74,-69,-60
H,E,-70,-65,-60
H,E,-75,-65,-63
H,E,-77,-64,-68
H,E,-77,-64,-63
H,E,-74,-65,-64
H,E,-71,-64,-59
H,E,-77,-64,-69
H,E,-74,-64,-64
H,E,-71,-65,-58
H,E,-74,-69,-60
H,E,-75,-69,-69
H,E,-74,-64,-63
H,E,-76,-65,-67
H,E,-74,-69,-67
H,E,-77,-64,-63
H,E,-70,-66,-60
H,E,-74,-64,-63
H,E,-74,-64,-63
H,E,-74,-69,-64
H,E,-74,-64,-63
H,E,-77,-66,-67
H,E,-70,-65,-59
H,E,-74,-64,-63
H,E,-70,-64,-64
H,E,-74,-69,-64
H,E,-74,-64,-63
H,E,-70,-65,-59
H,E,-76,-66,-68
H,E,-77,-64,-64
H,E,-74,-65,-59
H,E,-73,-66,-59
H,E,-74,-64,-63
H,E,-74,-68,-68
H,E,-70,-65,-58
H,E,-74,-69,-63
H,E,-77,-64,-68
H,E,-74,-64,-63
H,E,-74,-64,-59
H,E,-70,-65,-59
H,E,-71,-65,-59
H,E,-77,-69,-64
H,E,-70,-66,-59
H,E,-70,-65,-59
H,E,-71,-64,-64
H,E,-71,-65,-58
H,E,-74,-64,-63
H,E,-73,-66,-59
H,E,-74,-63,-63
H,E,-74,-69,-67
H,E,-74,-64,-63
H,E,-71,-66,-66
H,E,-70,-66,-59
H,E,-75,-64,-59
H,E,-70,-65,-59
H,E,-78,-69,-68
H,E,-74,-64,-63
H,E,-71,-65,-58
H,E,-75,-64,-63
H,E,-71,-65,-64
H,E,-71,-65,-59
H,E,-74,-64,-64
H,E,-71,-65,-59
H,E,-70,-65,-58
H,E,-74,-64,-64
H,E,-74,-65,-64
H,E,-71,-65,-59
H,E,-74,-64,-64
H,E,-71,-64,-59
B3,N,-80,-51,-66
B3,N,-80,-50,-77
B3,N,-68,-48,-69
B3,N,-79,-51,-76
B3,N,-68,-48,-66
B3,N,-68,-47,-76
B3,N,-80,-52,-66
B3,N,-69,-47,-67
B3,N,-68,-48,-67
B3,N,-81,-48,-76
B3,N,-68,-48,-66
B3,N,-63,-52,-75
B3,N,-79,-51,-75
B3,N,-68,-48,-67
B3,N,-68,-48,-66
B3,N,-80,-52,-66
B3,N,-68,-48,-66
B3,N,-80,-51,-76
B3,N,-63,-49,-66
B3,N,-68,-48,-66
B3,N,-80,-52,-75
B3,N,-64,-51,-76
B3,N,-69,-48,-66
B3,N,-79,-52,-76
B3,N,-81,-52,-66
B3,N,-64,-48,-66
B3,N,-80,-51,-77
B3,N,-81,-49,-66
B3,N,-68,-49,-67
B3,N,-68,-52,-76
B3,N,-68,-48,-66
B3,N,-63,-48,-70
B3,N,-64,-48,-75
B3,N,-79,-48,-67
B3,N,-68,-48,-67
B3,N,-80,-52,-66
B3,N,-68,-48,-67
B3,N,-69,-49,-66
B3,N,-65,-48,-76
B3,N,-69,-48,-67
B3,N,-69,-48,-66
B3,N,-69,-48,-69
B3,N,-68,-48,-66
B3,N,-64,-47,-69
B3,N,-79,-52,-75
B3,N,-68,-47,-66
B3,N,-68,-49,-66
B3,N,-63,-50,-67
B3,N,-68,-48,-67
B3,N,-68,-48,-67
B3,N,-80,-52,-70
B3,N,-69,-47,-67
B3,N,-64,-49,-70
B3,N,-64,-52,-66
B3,N,-69,-48,-66
B3,N,-68,-48,-66
B3,N,-68,-51,-66
B3,N,-69,-48,-66
B3,N,-80,-52,-76
B3,N,-64,-47,-70
B3,N,-68,-48,-76
B3,N,-80,-52,-76
B3,N,-79,-51,-76
B3,N,-69,-49,-67
B3,N,-80,-52,-78
B3,N,-68,-48,-66
B3,N,-68,-48,-67
B3,N,-69,-51,-67
B3,N,-79,-47,-76
B3,N,-69,-48,-66
B3,N,-76,-51,-67
B3,N,-69,-47,-66
B3,N,-68,-48,-66
B3,N,-77,-52,-77
B3,N,-68,-48,-66
B3,N,-64,-48,-66
B3,N,-65,-51,-77
B3,N,-69,-48,-67
B3,N,-80,-48,-67
B3,N,-69,-48,-77
B3,N,-69,-52,-76
B3,N,-69,-48,-66
B3,N,-69,-52,-69
B3,N,-69,-48,-66
B3,N,-69,-48,-67
B3,N,-69,-48,-77
B3,N,-69,-48,-67
B3,N,-68,-49,-67
B3,N,-69,-52,-76
B3,N,-69,-48,-66
B3,N,-80,-53,-66
B3,N,-69,-48,-66
B3,N,-69,-48,-67
B3,N,-64,-49,-70
B3,N,-64,-49,-70
B3,N,-69,-48,-67
B3,N,-64,-48,-70
B3,N,-79,-53,-75
B3,N,-64,-48,-76
B3,N,-64,-48,-70
B3,W,-65,-67,-74
B3,W,-65,-55,-67
B3,W,-66,-56,-68
B3,W,-65,-57,-69
B3,W,-65,-56,-66
B3,W,-74,-56,-69
B3,W,-73,-56,-75
B3,W,-66,-55,-68
B3,W,-66,-57,-69
B3,W,-66,-56,-69
B3,W,-66,-55,-75
B3,W,-73,-57,-68
B3,W,-73,-67,-75
B3,W,-66,-55,-67
B3,W,-74,-55,-75
B3,W,-73,-67,-75
B3,W,-65,-55,-77
B3,W,-67,-56,-69
B3,W,-73,-66,-75
B3,W,-74,-67,-67
B3,W,-66,-56,-69
B3,W,-66,-56,-69
B3,W,-64,-56,-69
B3,W,-66,-56,-69
B3,W,-66,-57,-69
B3,W,-64,-55,-67
B3,W,-66,-57,-70
B3,W,-65,-54,-67
B3,W,-65,-54,-69
B3,W,-65,-56,-69
B3,W,-73,-66,-76
B3,W,-73,-56,-75
B3,W,-66,-56,-69
B3,W,-65,-54,-67
B3,W,-65,-54,-69
B3,W,-66,-57,-69
B3,W,-65,-55,-66
B3,W,-73,-56,-75
B3,W,-74,-67,-67
B3,W,-65,-54,-67
B3,W,-65,-66,-69
B3,W,-66,-56,-69
B3,W,-67,-54,-67
B3,W,-66,-55,-69
B3,W,-65,-56,-69
B3,W,-65,-56,-74
B3,W,-66,-56,-69
B3,W,-73,-66,-75
B3,W,-66,-54,-67
B3,W,-65,-56,-74
B3,W,-66,-55,-69
B3,W,-65,-55,-75
B3,W,-65,-56,-69
B3,W,-66,-57,-69
B3,W,-65,-56,-67
B3,W,-66,-58,-75
B3,W,-65,-54,-67
B3,W,-66,-66,-67
B3,W,-66,-56,-69
B3,W,-66,-66,-69
B3,W,-66,-55,-70
B3,W,-65,-56,-70
B3,W,-66,-57,-69
B3,W,-65,-54,-67
B3,W,-66,-56,-69
B3,W,-66,-54,-67
B3,W,-66,-54,-67
B3,W,-66,-57,-69
B3,W,-65,-57,-69
B3,W,-66,-55,-67
B3,W,-66,-56,-69
B3,W,-66,-66,-74
B3,W,-66,-67,-69
B3,W,-65,-56,-69
B3,W,-73,-66,-75
B3,W,-66,-56,-68
B3,W,-66,-56,-69
B3,W,-65,-54,-67
B3,W,-65,-56,-69
B3,W,-65,-56,-69
B3,W,-66,-54,-67
B3,W,-75,-54,-66
B3,W,-73,-65,-67
B3,W,-65,-65,-67
B3,W,-65,-56,-68
B3,W,-65,-56,-75
B3,W,-65,-54,-67
B3,W,-65,-56,-69
B3,W,-65,-56,-69
B3,W,-65,-66,-67
B3,W,-74,-66,-74
B3,W,-65,-67,-76
B3,W,-74,-55,-67
B3,W,-65,-57,-69
B3,W,-65,-56,-69
B3,W,-65,-55,-69
B3,W,-66,-56,-69
B3,W,-65,-56,-69
B3,W,-65,-55,-68
B3,W,-66,-57,-69
B3,S,-67,-53,-66
B3,S,-67,-53,-66
B3,S,-72,-53,-72
B3,S,-71,-53,-66
B3,S,-67,-53,-66
B3,S,-71,-53,-66
B3,S,-67,-53,-66
B3,S,-70,-53,-66
B3,S,-71,-53,-66
B3,S,-67,-54,-66
B3,S,-71,-54,-66
B3,S,-70,-71,-67
B3,S,-67,-54,-66
B3,S,-67,-53,-66
B3,S,-71,-53,-67
B3,S,-66,-53,-66
B3,S,-67,-71,-66
B3,S,-67,-53,-72
B3,S,-67,-53,-72
B3,S,-67,-53,-66
B3,S,-72,-53,-71
B3,S,-67,-53,-66
B3,S,-67,-54,-66
B3,S,-71,-53,-72
B3,S,-67,-53,-66
B3,S,-68,-53,-67
B3,S,-72,-53,-71
B3,S,-67,-53,-66
B3,S,-70,-70,-66
B3,S,-71,-53,-66
B3,S,-67,-54,-66
B3,S,-68,-53,-66
B3,S,-67,-53,-72
B3,S,-67,-53,-66
B3,S,-71,-53,-72
B3,S,-72,-53,-66
B3,S,-67,-53,-66
B3,S,-72,-53,-72
B3,S,-72,-53,-72
B3,S,-67,-54,-68
B3,S,-71,-53,-72
B3,S,-72,-53,-66
B3,S,-67,-54,-66
B3,S,-67,-53,-67
B3,S,-72,-54,-72
B3,S,-67,-54,-67
B3,S,-71,-54,-72
B3,S,-67,-53,-66
B3,S,-67,-53,-66
B3,S,-71,-70,-66
B3,S,-72,-54,-66
B3,S,-67,-53,-66
B3,S,-67,-53,-72
B3,S,-68,-53,-66
B3,S,-68,-53,-66
B3,S,-67,-53,-71
B3,S,-67,-53,-72
B3,S,-67,-54,-67
B3,S,-71,-70,-66
B3,S,-67,-54,-66
B3,S,-71,-53,-67
B3,S,-71,-53,-66
B3,S,-68,-53,-66
B3,S,-72,-54,-71
B3,S,-68,-53,-72
B3,S,-67,-53,-66
B3,S,-67,-54,-66
B3,S,-67,-53,-72
B3,S,-67,-54,-66
B3,S,-68,-53,-66
B3,S,-70,-53,-66
B3,S,-67,-54,-66
B3,S,-71,-54,-71
B3,S,-67,-53,-67
B3,S,-68,-53,-66
B3,S,-71,-53,-72
B3,S,-67,-53,-72
B3,S,-71,-54,-66
B3,S,-71,-70,-71
B3,S,-67,-54,-66
B3,S,-68,-54,-66
B3,S,-71,-53,-71
B3,S,-67,-54,-66
B3,S,-68,-54,-66
B3,S,-71,-53,-72
B3,S,-67,-53,-66
B3,S,-67,-54,-66
B3,S,-67,-53,-66
B3,S,-71,-54,-66
B3,S,-67,-53,-66
B3,S,-69,-53,-66
B3,S,-67,-53,-66
B3,S,-71,-53,-71
B3,S,-67,-53,-72
B3,S,-71,-53,-66
B3,S,-67,-53,-67
B3,S,-71,-53,-66
B3,S,-67,-54,-66
B3,S,-67,-53,-66
B3,S,-67,-53,-66
B3,E,-66,-55,-66
B3,E,-72,-55,-70
B3,E,-67,-56,-75
B3,E,-74,-56,-76
B3,E,-72,-55,-69
B3,E,-72,-55,-69
B3,E,-67,-56,-66
B3,E,-73,-57,-75
B3,E,-72,-55,-70
B3,E,-67,-56,-66
B3,E,-72,-55,-70
B3,E,-73,-55,-70
B3,E,-67,-55,-70
B3,E,-73,-55,-66
B3,E,-73,-56,-66
B3,E,-67,-56,-66
B3,E,-72,-54,-74
B3,E,-67,-56,-69
B3,E,-66,-56,-65
B3,E,-73,-56,-69
B3,E,-66,-56,-66
B3,E,-66,-57,-66
B3,E,-72,-56,-69
B3,E,-66,-56,-66
B3,E,-67,-56,-66
B3,E,-66,-55,-66
B3,E,-66,-56,-66
B3,E,-67,-56,-66
B3,E,-72,-54,-69
B3,E,-67,-56,-67
B3,E,-74,-57,-76
B3,E,-72,-55,-70
B3,E,-73,-57,-67
B3,E,-68,-57,-66
B3,E,-73,-55,-69
B3,E,-74,-56,-66
B3,E,-75,-55,-73
B3,E,-73,-57,-70
B3,E,-66,-57,-66
B3,E,-75,-55,-67
B3,E,-74,-57,-67
B3,E,-73,-56,-66
B3,E,-73,-55,-69
B3,E,-67,-56,-66
B3,E,-66,-56,-70
B3,E,-73,-55,-69
B3,E,-67,-56,-70
B3,E,-66,-56,-66
B3,E,-74,-57,-75
B3,E,-73,-55,-70
B3,E,-73,-56,-66
B3,E,-73,-55,-69
B3,E,-66,-56,-74
B3,E,-67,-56,-66
B3,E,-72,-55,-69
B3,E,-72,-55,-69
B3,E,-73,-57,-75
B3,E,-75,-55,-70
B3,E,-72,-54,-66
B3,E,-66,-56,-66
B3,E,-72,-55,-69
B3,E,-67,-56,-67
B3,E,-66,-56,-67
B3,E,-67,-55,-74
B3,E,-75,-57,-67
B3,E,-74,-56,-66
B3,E,-75,-56,-70
B3,E,-66,-55,-67
B3,E,-66,-56,-67
B3,E,-72,-57,-66
B3,E,-66,-54,-66
B3,E,-74,-57,-75
B3,E,-73,-55,-69
B3,E,-72,-57,-66
B3,E,-66,-56,-67
B3,E,-67,-56,-69
B3,E,-66,-56,-67
B3,E,-66,-56,-67
B3,E,-66,-55,-69
B3,E,-66,-56,-66
B3,E,-66,-56,-66
B3,E,-72,-54,-69
B3,E,-67,-56,-66
B3,E,-67,-56,-66
B3,E,-72,-55,-69
B3,E,-67,-56,-66
B3,E,-67,-56,-66
B3,E,-74,-55,-66
B3,E,-66,-56,-66
B3,E,-66,-56,-67
B3,E,-72,-55,-70
B3,E,-66,-56,-66
B3,E,-72,-55,-69
B3,E,-73,-56,-66
B3,E,-66,-56,-69
B3,E,-73,-56,-75
B3,E,-66,-56,-67
B3,E,-72,-56,-70
B3,E,-66,-55,-75
B3,E,-67,-56,-66
M,N,-75,-59,-84
M,N,-75,-59,-71
M,N,-77,-65,-71
M,N,-74,-59,-71
M,N,-75,-58,-71
M,N,-83,-64,-71
M,N,-75,-58,-71
M,N,-75,-59,-70
M,N,-77,-59,-86
M,N,-74,-65,-70
M,N,-75,-59,-71
M,N,-77,-59,-71
M,N,-74,-58,-71
M,N,-74,-58,-71
M,N,-76,-59,-87
M,N,-75,-59,-68
M,N,-76,-57,-68
M,N,-80,-59,-85
M,N,-75,-59,-70
M,N,-80,-65,-71
M,N,-77,-56,-68
M,N,-74,-59,-71
M,N,-77,-64,-85
M,N,-76,-56,-86
M,N,-75,-56,-71
M,N,-77,-65,-85
M,N,-75,-65,-72
M,N,-75,-59,-72
M,N,-76,-65,-86
M,N,-76,-59,-71
M,N,-75,-59,-71
M,N,-76,-64,-85
M,N,-74,-59,-71
M,N,-76,-65,-68
M,N,-75,-64,-85
M,N,-75,-59,-70
M,N,-75,-59,-71
M,N,-76,-64,-87
M,N,-75,-59,-70
M,N,-81,-57,-86
M,N,-75,-57,-86
M,N,-75,-59,-71
M,N,-75,-59,-71
M,N,-81,-65,-85
M,N,-75,-59,-70
M,N,-81,-57,-68
M,N,-77,-59,-71
M,N,-75,-59,-85
M,N,-77,-65,-84
M,N,-75,-60,-71
M,N,-75,-59,-71
M,N,-82,-57,-68
M,N,-75,-59,-68
M,N,-75,-60,-68
M,N,-82,-65,-67
M,N,-75,-59,-71
M,N,-75,-59,-70
M,N,-74,-65,-84
M,N,-75,-59,-70
M,N,-75,-59,-71
M,N,-77,-65,-68
M,N,-75,-59,-86
M,N,-75,-60,-71
M,N,-76,-65,-84
M,N,-75,-59,-71
M,N,-75,-59,-71
M,N,-78,-65,-83
M,N,-75,-65,-70
M,N,-74,-57,-68
M,N,-76,-65,-85
M,N,-75,-59,-71
M,N,-75,-56,-68
M,N,-75,-65,-71
M,N,-75,-59,-71
M,N,-76,-59,-70
M,N,-76,-65,-70
M,N,-74,-59,-71
M,N,-75,-60,-70
M,N,-76,-57,-84
M,N,-75,-64,-71
M,N,-75,-59,-71
M,N,-77,-59,-84
M,N,-75,-59,-70
M,N,-76,-65,-87
M,N,-84,-65,-71
M,N,-75,-59,-71
M,N,-84,-56,-68
M,N,-77,-65,-71
M,N,-75,-59,-71
M,N,-76,-65,-85
M,N,-74,-59,-71
M,N,-75,-59,-71
M,N,-77,-64,-85
M,N,-75,-59,-71
M,N,-75,-59,-71
M,N,-81,-65,-68
M,N,-76,-59,-71
M,N,-74,-59,-71
M,N,-75,-59,-71
M,N,-76,-56,-68
M,W,-80,-56,-73
M,W,-81,-56,-73
M,W,-82,-56,-69
M,W,-80,-56,-73
M,W,-81,-56,-73
M,W,-80,-59,-73
M,W,-81,-56,-73
M,W,-80,-59,-69
M,W,-79,-56,-73
M,W,-83,-59,-63
M,W,-80,-59,-69
M,W,-80,-59,-68
M,W,-79,-56,-73
M,W,-80,-59,-68
M,W,-80,-59,-73
M,W,-80,-56,-72
M,W,-80,-59,-69
M,W,-81,-56,-72
M,W,-81,-56,-73
M,W,-80,-59,-73
M,W,-80,-56,-73
M,W,-80,-56,-72
M,W,-81,-56,-68
M,W,-81,-55,-73
M,W,-80,-56,-73
M,W,-81,-56,-68
M,W,-80,-56,-73
M,W,-80,-56,-73
M,W,-79,-59,-69
M,W,-80,-56,-73
M,W,-81,-56,-74
M,W,-80,-59,-63
M,W,-80,-55,-73
M,W,-80,-56,-73
M,W,-81,-56,-68
M,W,-79,-55,-73
M,W,-80,-56,-72
M,W,-79,-59,-69
M,W,-80,-56,-73
M,W,-81,-56,-73
M,W,-80,-56,-69
M,W,-80,-56,-73
M,W,-80,-59,-69
M,W,-81,-59,-69
M,W,-80,-56,-73
M,W,-80,-59,-69
M,W,-80,-56,-73
M,W,-81,-55,-73
M,W,-81,-59,-69
M,W,-80,-56,-69
M,W,-81,-56,-73
M,W,-80,-59,-69
M,W,-81,-57,-69
M,W,-81,-56,-69
M,W,-80,-59,-69
M,W,-80,-56,-74
M,W,-80,-56,-73
M,W,-80,-59,-69
M,W,-80,-56,-73
M,W,-81,-56,-63
M,W,-81,-59,-73
M,W,-80,-56,-74
M,W,-80,-56,-73
M,W,-80,-56,-73
M,W,-81,-56,-68
M,W,-81,-56,-73
M,W,-79,-56,-69
M,W,-80,-56,-74
M,W,-80,-57,-73
M,W,-81,-56,-73
M,W,-81,-56,-74
M,W,-80,-56,-73
M,W,-79,-59,-69
M,W,-82,-56,-73
M,W,-80,-59,-63
M,W,-81,-56,-73
M,W,-80,-56,-73
M,W,-80,-59,-69
M,W,-81,-56,-73
M,W,-80,-56,-73
M,W,-81,-59,-74
M,W,-81,-59,-73
M,W,-80,-55,-74
M,W,-80,-59,-68
M,W,-80,-59,-69
M,W,-80,-56,-73
M,W,-81,-59,-63
M,W,-80,-56,-73
M,W,-79,-56,-73
M,W,-80,-56,-63
M,W,-79,-56,-68
M,W,-82,-59,-68
M,W,-79,-60,-73
M,W,-79,-56,-73
M,W,-80,-56,-73
M,W,-80,-59,-69
M,W,-79,-56,-74
M,W,-78,-56,-73
M,W,-80,-59,-73
M,W,-79,-56,-73
M,S,-83,-64,-69
M,S,-83,-60,-63
M,S,-82,-59,-63
M,S,-80,-60,-65
M,S,-83,-60,-63
M,S,-78,-64,-65
M,S,-77,-60,-64
M,S,-82,-61,-69
M,S,-75,-65,-65
M,S,-82,-60,-64
M,S,-81,-65,-69
M,S,-77,-66,-65
M,S,-77,-65,-63
M,S,-82,-60,-63
M,S,-82,-66,-64
M,S,-82,-60,-63
M,S,-83,-60,-63
M,S,-76,-60,-63
M,S,-76,-60,-64
M,S,-82,-60,-63
M,S,-78,-64,-65
M,S,-82,-60,-64
M,S,-77,-59,-65
M,S,-77,-65,-65
M,S,-82,-60,-63
M,S,-82,-60,-69
M,S,-82,-65,-65
M,S,-82,-60,-63
M,S,-83,-60,-63
M,S,-77,-65,-65
M,S,-82,-60,-63
M,S,-83,-61,-63
M,S,-83,-66,-63
M,S,-81,-60,-63
M,S,-81,-61,-63
M,S,-77,-60,-65
M,S,-82,-60,-63
M,S,-83,-59,-63
M,S,-83,-64,-65
M,S,-83,-60,-63
M,S,-77,-64,-65
M,S,-78,-60,-63
M,S,-82,-60,-64
M,S,-77,-60,-70
M,S,-83,-61,-65
M,S,-83,-60,-63
M,S,-78,-65,-65
M,S,-75,-60,-63
M,S,-82,-60,-64
M,S,-78,-65,-65
M,S,-82,-60,-65
M,S,-82,-60,-64
M,S,-76,-66,-65
M,S,-77,-60,-63
M,S,-83,-60,-63
M,S,-82,-65,-63
M,S,-82,-60,-63
M,S,-81,-60,-63
M,S,-77,-65,-65
M,S,-82,-60,-63
M,S,-81,-65,-69
M,S,-76,-60,-63
M,S,-82,-60,-63
M,S,-81,-60,-63
M,S,-82,-65,-65
M,S,-82,-61,-63
M,S,-77,-64,-65
M,S,-77,-64,-65
M,S,-82,-60,-63
M,S,-83,-60,-63
M,S,-81,-60,-65
M,S,-85,-60,-64
M,S,-78,-65,-65
M,S,-77,-64,-65
M,S,-82,-60,-63
M,S,-82,-59,-68
M,S,-82,-60,-69
M,S,-83,-60,-63
M,S,-81,-65,-69
M,S,-82,-60,-65
M,S,-82,-60,-63
M,S,-77,-65,-66
M,S,-82,-60,-63
M,S,-82,-59,-65
M,S,-77,-59,-69
M,S,-82,-60,-63
M,S,-82,-60,-63
M,S,-77,-60,-64
M,S,-83,-60,-63
M,S,-83,-61,-63
M,S,-78,-64,-65
M,S,-81,-60,-65
M,S,-77,-61,-65
M,S,-78,-64,-65
M,S,-82,-59,-65
M,S,-82,-61,-63
M,S,-77,-65,-64
M,S,-82,-60,-63
M,S,-82,-60,-63
M,S,-77,-65,-63
M,E,-89,-65,-74
M,E,-88,-65,-67
M,E,-82,-63,-67
M,E,-89,-65,-75
M,E,-82,-63,-75
M,E,-81,-63,-67
M,E,-81,-65,-75
M,E,-82,-63,-67
M,E,-81,-63,-66
M,E,-82,-59,-71
M,E,-81,-64,-75
M,E,-91,-59,-74
M,E,-89,-63,-75
M,E,-80,-63,-66
M,E,-81,-64,-66
M,E,-82,-63,-75
M,E,-81,-63,-68
M,E,-89,-64,-70
M,E,-88,-63,-75
M,E,-81,-64,-67
M,E,-81,-63,-67
M,E,-81,-65,-67
M,E,-82,-64,-67
M,E,-89,-65,-75
M,E,-88,-65,-74
M,E,-80,-63,-67
M,E,-81,-64,-67
M,E,-88,-66,-75
M,E,-80,-64,-67
M,E,-81,-64,-66
M,E,-89,-64,-75
M,E,-80,-63,-67
M,E,-80,-64,-66
M,E,-81,-64,-75
M,E,-81,-63,-66
M,E,-91,-65,-75
M,E,-82,-64,-75
M,E,-81,-64,-66
M,E,-89,-59,-75
M,E,-90,-64,-75
M,E,-80,-64,-67
M,E,-89,-66,-75
M,E,-82,-65,-66
M,E,-80,-65,-66
M,E,-92,-65,-67
M,E,-82,-63,-66
M,E,-81,-63,-67
M,E,-81,-65,-67
M,E,-90,-63,-66
M,E,-80,-63,-66
M,E,-90,-65,-74
M,E,-81,-63,-66
M,E,-90,-59,-70
M,E,-91,-63,-67
M,E,-82,-64,-67
M,E,-81,-66,-75
M,E,-88,-65,-75
M,E,-81,-64,-75
M,E,-89,-65,-70
M,E,-87,-66,-76
M,E,-81,-64,-75
M,E,-91,-65,-75
M,E,-87,-59,-70
M,E,-80,-64,-66
M,E,-89,-65,-75
M,E,-88,-65,-74
M,E,-81,-63,-66
M,E,-88,-65,-75
M,E,-82,-63,-69
M,E,-90,-65,-74
M,E,-91,-59,-71
M,E,-90,-65,-66
M,E,-81,-64,-66
M,E,-89,-65,-67
M,E,-88,-66,-74
M,E,-80,-64,-66
M,E,-88,-65,-75
M,E,-82,-63,-67
M,E,-81,-64,-66
M,E,-90,-65,-71
M,E,-82,-64,-67
M,E,-81,-60,-66
M,E,-88,-64,-74
M,E,-82,-65,-67
M,E,-81,-64,-71
M,E,-89,-60,-76
M,E,-81,-63,-67
M,E,-81,-59,-72
M,E,-81,-65,-75
M,E,-82,-66,-75
M,E,-81,-64,-66
M,E,-83,-64,-75
M,E,-82,-65,-66
M,E,-82,-64,-67
M,E,-87,-66,-74
M,E,-82,-64,-66
M,E,-82,-63,-67
M,E,-88,-64,-75
M,E,-89,-64,-67
M,E,-81,-64,-67
